class_id,fund_id,period,return_pct,benchmark_return_pct,as_of_date,source_doc_id,source_page,source_text
CLASS000805,FUND000065,SINCE_INCEPTION,6.1,3.58,2025-06-30,DOC000067,33,[p.33] 종류C; SINCE_INCEPTION 6.10%
CLASS000806,FUND000065,1Y,6.18,9.79,2025-06-30,DOC000067,33,[p.33] 종류C-P2e; 1Y 6.18%
CLASS000806,FUND000065,2Y,8.98,9.43,2025-06-30,DOC000067,33,[p.33] 종류C-P2e; 2Y 8.98%
CLASS000806,FUND000065,3Y,8.53,9.6,2025-06-30,DOC000067,33,[p.33] 종류C-P2e; 3Y 8.53%
CLASS000806,FUND000065,5Y,12.13,7.81,2025-06-30,DOC000067,33,[p.33] 종류C-P2e; 5Y 12.13%
CLASS000806,FUND000065,SINCE_INCEPTION,9.67,3.58,2025-06-30,DOC000067,33,[p.33] 종류C-P2e; SINCE_INCEPTION 9.67%
CLASS000809,FUND000066,1Y,17.69,19.13,2025-08-31,DOC000068,33,[p.33] 종류C; 1Y 17.69%
CLASS000809,FUND000066,2Y,15.92,11.62,2025-08-31,DOC000068,33,[p.33] 종류C; 2Y 15.92%
CLASS000809,FUND000066,3Y,12.23,8.82,2025-08-31,DOC000068,33,[p.33] 종류C; 3Y 12.23%
CLASS000809,FUND000066,5Y,9.93,6.49,2025-08-31,DOC000068,33,[p.33] 종류C; 5Y 9.93%
CLASS000809,FUND000066,SINCE_INCEPTION,5.85,4.31,2025-08-31,DOC000068,33,[p.33] 종류C; SINCE_INCEPTION 5.85%
CLASS000810,FUND000066,1Y,18.16,19.13,2025-08-31,DOC000068,33,[p.33] 종류C-P2e; 1Y 18.16%
CLASS000810,FUND000066,2Y,16.38,11.62,2025-08-31,DOC000068,33,[p.33] 종류C-P2e; 2Y 16.38%
CLASS000810,FUND000066,3Y,12.68,8.82,2025-08-31,DOC000068,33,[p.33] 종류C-P2e; 3Y 12.68%
CLASS000810,FUND000066,5Y,10.37,6.49,2025-08-31,DOC000068,33,[p.33] 종류C-P2e; 5Y 10.37%
CLASS000810,FUND000066,SINCE_INCEPTION,9.5,4.31,2025-08-31,DOC000068,33,[p.33] 종류C-P2e; SINCE_INCEPTION 9.50%
CLASS000812,FUND000067,1Y,18.56,17.75,2025-11-30,DOC000069,48,[p.48] 종류A; 1Y 18.56%
CLASS000812,FUND000067,2Y,7.78,9.87,2025-11-30,DOC000069,48,[p.48] 종류A; 2Y 7.78%
CLASS000812,FUND000067,3Y,7.45,7.85,2025-11-30,DOC000069,48,[p.48] 종류A; 3Y 7.45%
CLASS000812,FUND000067,5Y,7.39,4.53,2025-11-30,DOC000069,48,[p.48] 종류A; 5Y 7.39%
CLASS000812,FUND000067,SINCE_INCEPTION,5.07,3.66,2025-11-30,DOC000069,48,[p.48] 종류A; SINCE_INCEPTION 5.07%
CLASS000813,FUND000067,1Y,18.88,17.75,2025-11-30,DOC000069,48,[p.48] 종류A-e; 1Y 18.88%
CLASS000813,FUND000067,2Y,8.08,9.87,2025-11-30,DOC000069,48,[p.48] 종류A-e; 2Y 8.08%
CLASS000813,FUND000067,3Y,7.75,7.85,2025-11-30,DOC000069,48,[p.48] 종류A-e; 3Y 7.75%
CLASS000813,FUND000067,5Y,7.69,4.53,2025-11-30,DOC000069,48,[p.48] 종류A-e; 5Y 7.69%
CLASS000813,FUND000067,SINCE_INCEPTION,5.36,3.66,2025-11-30,DOC000069,48,[p.48] 종류A-e; SINCE_INCEPTION 5.36%
CLASS000816,FUND000067,1Y,17.94,17.75,2025-11-30,DOC000069,48,[p.48] 종류C2; 1Y 17.94%
CLASS000816,FUND000067,2Y,7.26,9.87,2025-11-30,DOC000069,48,[p.48] 종류C2; 2Y 7.26%
CLASS000816,FUND000067,3Y,6.92,7.85,2025-11-30,DOC000069,48,[p.48] 종류C2; 3Y 6.92%
CLASS000816,FUND000067,5Y,4.82,4.53,2025-11-30,DOC000069,48,[p.48] 종류C2; 5Y 4.82%
CLASS000816,FUND000067,SINCE_INCEPTION,3.33,3.66,2025-11-30,DOC000069,48,[p.48] 종류C2; SINCE_INCEPTION 3.33%
CLASS000817,FUND000067,1Y,18.21,17.75,2025-11-30,DOC000069,48,[p.48] 종류C3; 1Y 18.21%
CLASS000817,FUND000067,2Y,7.43,9.87,2025-11-30,DOC000069,48,[p.48] 종류C3; 2Y 7.43%
CLASS000817,FUND000067,3Y,7.1,7.85,2025-11-30,DOC000069,48,[p.48] 종류C3; 3Y 7.10%
CLASS000817,FUND000067,5Y,6.82,4.53,2025-11-30,DOC000069,48,[p.48] 종류C3; 5Y 6.82%
CLASS000817,FUND000067,SINCE_INCEPTION,4.16,3.66,2025-11-30,DOC000069,48,[p.48] 종류C3; SINCE_INCEPTION 4.16%
CLASS000818,FUND000067,1Y,18.37,17.75,2025-11-30,DOC000069,48,[p.48] 종류C4; 1Y 18.37%
CLASS000818,FUND000067,2Y,7.61,9.87,2025-11-30,DOC000069,48,[p.48] 종류C4; 2Y 7.61%
CLASS000818,FUND000067,3Y,7.28,7.85,2025-11-30,DOC000069,48,[p.48] 종류C4; 3Y 7.28%
CLASS000818,FUND000067,5Y,7.22,4.53,2025-11-30,DOC000069,48,[p.48] 종류C4; 5Y 7.22%
CLASS000818,FUND000067,SINCE_INCEPTION,5.06,3.66,2025-11-30,DOC000069,48,[p.48] 종류C4; SINCE_INCEPTION 5.06%
CLASS000819,FUND000067,1Y,18.61,17.75,2025-11-30,DOC000069,48,[p.48] 종류C-e; 1Y 18.61%
CLASS000819,FUND000067,2Y,7.83,9.87,2025-11-30,DOC000069,48,[p.48] 종류C-e; 2Y 7.83%
CLASS000819,FUND000067,3Y,7.5,7.85,2025-11-30,DOC000069,48,[p.48] 종류C-e; 3Y 7.50%
CLASS000819,FUND000067,5Y,7.44,4.53,2025-11-30,DOC000069,48,[p.48] 종류C-e; 5Y 7.44%
CLASS000819,FUND000067,SINCE_INCEPTION,5.12,3.66,2025-11-30,DOC000069,48,[p.48] 종류C-e; SINCE_INCEPTION 5.12%
CLASS000821,FUND000067,1Y,19.17,17.75,2025-11-30,DOC000069,48,[p.48] 종류F; 1Y 19.17%
CLASS000821,FUND000067,2Y,8.35,9.87,2025-11-30,DOC000069,48,[p.48] 종류F; 2Y 8.35%
CLASS000821,FUND000067,3Y,8.03,7.85,2025-11-30,DOC000069,48,[p.48] 종류F; 3Y 8.03%
CLASS000821,FUND000067,5Y,7.97,4.53,2025-11-30,DOC000069,48,[p.48] 종류F; 5Y 7.97%
CLASS000821,FUND000067,SINCE_INCEPTION,5.16,3.66,2025-11-30,DOC000069,48,[p.48] 종류F; SINCE_INCEPTION 5.16%
CLASS000822,FUND000067,1Y,18.94,17.75,2025-11-30,DOC000069,48,[p.48] 종류S; 1Y 18.94%
CLASS000822,FUND000067,2Y,8.14,9.87,2025-11-30,DOC000069,48,[p.48] 종류S; 2Y 8.14%
CLASS000822,FUND000067,3Y,7.8,7.85,2025-11-30,DOC000069,48,[p.48] 종류S; 3Y 7.80%
CLASS000822,FUND000067,5Y,7.78,4.53,2025-11-30,DOC000069,48,[p.48] 종류S; 5Y 7.78%
CLASS000822,FUND000067,SINCE_INCEPTION,5.59,3.66,2025-11-30,DOC000069,48,[p.48] 종류S; SINCE_INCEPTION 5.59%
CLASS000825,FUND000067,1Y,18.65,17.75,2025-11-30,DOC000069,48,[p.48] 종류C-P; 1Y 18.65%
CLASS000825,FUND000067,2Y,7.87,9.87,2025-11-30,DOC000069,48,[p.48] 종류C-P; 2Y 7.87%
CLASS000825,FUND000067,3Y,7.53,7.85,2025-11-30,DOC000069,48,[p.48] 종류C-P; 3Y 7.53%
CLASS000825,FUND000067,5Y,7.47,4.53,2025-11-30,DOC000069,48,[p.48] 종류C-P; 5Y 7.47%
CLASS000825,FUND000067,SINCE_INCEPTION,4.86,3.66,2025-11-30,DOC000069,48,[p.48] 종류C-P; SINCE_INCEPTION 4.86%
CLASS000828,FUND000067,1Y,18.77,17.75,2025-11-30,DOC000069,48,[p.48] 종류C-P2e; 1Y 18.77%
CLASS000828,FUND000067,2Y,7.97,9.87,2025-11-30,DOC000069,48,[p.48] 종류C-P2e; 2Y 7.97%
CLASS000828,FUND000067,3Y,7.64,7.85,2025-11-30,DOC000069,48,[p.48] 종류C-P2e; 3Y 7.64%
CLASS000828,FUND000067,SINCE_INCEPTION,6.96,3.66,2025-11-30,DOC000069,48,[p.48] 종류C-P2e; SINCE_INCEPTION 6.96%
CLASS000829,FUND000068,1Y,9.92,7.96,2025-06-30,DOC000070,45,[p.45] 종류C; 1Y 9.92%
CLASS000829,FUND000068,2Y,12.87,10.75,2025-06-30,DOC000070,45,[p.45] 종류C; 2Y 12.87%
CLASS000829,FUND000068,3Y,12.09,10.5,2025-06-30,DOC000070,45,[p.45] 종류C; 3Y 12.09%
CLASS000829,FUND000068,5Y,9.65,8.16,2025-06-30,DOC000070,45,[p.45] 종류C; 5Y 9.65%
CLASS000829,FUND000068,SINCE_INCEPTION,4.52,3.62,2025-06-30,DOC000070,45,[p.45] 종류C; SINCE_INCEPTION 4.52%
CLASS000830,FUND000068,1Y,10.27,7.96,2025-06-30,DOC000070,45,[p.45] 종류C-e; 1Y 10.27%
CLASS000830,FUND000068,2Y,13.23,10.75,2025-06-30,DOC000070,45,[p.45] 종류C-e; 2Y 13.23%
CLASS000830,FUND000068,3Y,12.45,10.5,2025-06-30,DOC000070,45,[p.45] 종류C-e; 3Y 12.45%
CLASS000830,FUND000068,5Y,10.04,8.16,2025-06-30,DOC000070,45,[p.45] 종류C-e; 5Y 10.04%
CLASS000830,FUND000068,SINCE_INCEPTION,4.65,3.62,2025-06-30,DOC000070,45,[p.45] 종류C-e; SINCE_INCEPTION 4.65%
CLASS000831,FUND000069,1Y,2.91,2.87,2025-10-31,DOC000071,49,[p.49] 종류A; 1Y 2.91%
CLASS000831,FUND000069,2Y,3.45,3.36,2025-10-31,DOC000071,49,[p.49] 종류A; 2Y 3.45%
CLASS000831,FUND000069,3Y,4.12,3.55,2025-10-31,DOC000071,49,[p.49] 종류A; 3Y 4.12%
CLASS000831,FUND000069,5Y,2.55,2.4,2025-10-31,DOC000071,49,[p.49] 종류A; 5Y 2.55%
CLASS000831,FUND000069,SINCE_INCEPTION,1.05,2.17,2025-10-31,DOC000071,49,[p.49] 종류A; SINCE_INCEPTION 1.05%
CLASS000832,FUND000069,1Y,3,2.87,2025-10-31,DOC000071,49,[p.49] 종류A-e; 1Y 3.00%
CLASS000832,FUND000069,2Y,3.55,3.36,2025-10-31,DOC000071,49,[p.49] 종류A-e; 2Y 3.55%
CLASS000832,FUND000069,3Y,4.21,3.55,2025-10-31,DOC000071,49,[p.49] 종류A-e; 3Y 4.21%
CLASS000832,FUND000069,5Y,2.64,2.4,2025-10-31,DOC000071,49,[p.49] 종류A-e; 5Y 2.64%
CLASS000832,FUND000069,SINCE_INCEPTION,1.26,2.17,2025-10-31,DOC000071,49,[p.49] 종류A-e; SINCE_INCEPTION 1.26%
CLASS000837,FUND000069,1Y,3.22,2.87,2025-10-31,DOC000071,49,[p.49] 종류C4; 1Y 3.22%
CLASS000837,FUND000069,2Y,3.77,3.36,2025-10-31,DOC000071,49,[p.49] 종류C4; 2Y 3.77%
CLASS000837,FUND000069,3Y,4.43,3.55,2025-10-31,DOC000071,49,[p.49] 종류C4; 3Y 4.43%
CLASS000837,FUND000069,SINCE_INCEPTION,2.81,2.17,2025-10-31,DOC000071,49,[p.49] 종류C4; SINCE_INCEPTION 2.81%
CLASS000838,FUND000069,1Y,2.93,2.87,2025-10-31,DOC000071,49,[p.49] 종류C-e; 1Y 2.93%
CLASS000838,FUND000069,2Y,3.6,3.36,2025-10-31,DOC000071,49,[p.49] 종류C-e; 2Y 3.60%
CLASS000838,FUND000069,3Y,4.31,3.55,2025-10-31,DOC000071,49,[p.49] 종류C-e; 3Y 4.31%
CLASS000838,FUND000069,5Y,2.78,2.4,2025-10-31,DOC000071,49,[p.49] 종류C-e; 5Y 2.78%
CLASS000838,FUND000069,SINCE_INCEPTION,2.62,2.17,2025-10-31,DOC000071,49,[p.49] 종류C-e; SINCE_INCEPTION 2.62%
CLASS000842,FUND000069,1Y,3.02,2.87,2025-10-31,DOC000071,49,[p.49] 종류S; 1Y 3.02%
CLASS000842,FUND000069,2Y,3.57,3.36,2025-10-31,DOC000071,49,[p.49] 종류S; 2Y 3.57%
CLASS000842,FUND000069,3Y,4.23,3.55,2025-10-31,DOC000071,49,[p.49] 종류S; 3Y 4.23%
CLASS000842,FUND000069,5Y,2.66,2.4,2025-10-31,DOC000071,49,[p.49] 종류S; 5Y 2.66%
CLASS000842,FUND000069,SINCE_INCEPTION,1.24,2.17,2025-10-31,DOC000071,49,[p.49] 종류S; SINCE_INCEPTION 1.24%
CLASS000843,FUND000069,1Y,2.83,2.87,2025-10-31,DOC000071,49,[p.49] 종류C-P; 1Y 2.83%
CLASS000843,FUND000069,2Y,3.37,3.36,2025-10-31,DOC000071,49,[p.49] 종류C-P; 2Y 3.37%
CLASS000843,FUND000069,3Y,4.03,3.55,2025-10-31,DOC000071,49,[p.49] 종류C-P; 3Y 4.03%
CLASS000843,FUND000069,5Y,2.46,2.4,2025-10-31,DOC000071,49,[p.49] 종류C-P; 5Y 2.46%
CLASS000843,FUND000069,SINCE_INCEPTION,0.99,2.17,2025-10-31,DOC000071,49,[p.49] 종류C-P; SINCE_INCEPTION 0.99%
CLASS000844,FUND000069,1Y,2.84,2.87,2025-10-31,DOC000071,49,[p.49] 종류C-Pe; 1Y 2.84%
CLASS000844,FUND000069,2Y,3.38,3.36,2025-10-31,DOC000071,49,[p.49] 종류C-Pe; 2Y 3.38%
CLASS000844,FUND000069,3Y,4.04,3.55,2025-10-31,DOC000071,49,[p.49] 종류C-Pe; 3Y 4.04%
CLASS000844,FUND000069,5Y,2.48,2.4,2025-10-31,DOC000071,49,[p.49] 종류C-Pe; 5Y 2.48%
CLASS000844,FUND000069,SINCE_INCEPTION,0.92,2.17,2025-10-31,DOC000071,49,[p.49] 종류C-Pe; SINCE_INCEPTION 0.92%
CLASS000846,FUND000069,1Y,2.97,2.87,2025-10-31,DOC000071,49,[p.49] 종류C-P2e; 1Y 2.97%
CLASS000846,FUND000069,2Y,3.51,3.36,2025-10-31,DOC000071,49,[p.49] 종류C-P2e; 2Y 3.51%
CLASS000846,FUND000069,3Y,4.18,3.55,2025-10-31,DOC000071,49,[p.49] 종류C-P2e; 3Y 4.18%
CLASS000846,FUND000069,5Y,2.61,2.4,2025-10-31,DOC000071,49,[p.49] 종류C-P2e; 5Y 2.61%
CLASS000846,FUND000069,SINCE_INCEPTION,1.19,2.17,2025-10-31,DOC000071,49,[p.49] 종류C-P2e; SINCE_INCEPTION 1.19%
CLASS000858,FUND000070,1Y,-22.21,-22.63,2025-04-30,DOC000072,48,[p.48] 종류S; 1Y -22.21%
CLASS000858,FUND000070,2Y,-15.63,-16.24,2025-04-30,DOC000072,48,[p.48] 종류S; 2Y -15.63%
CLASS000858,FUND000070,3Y,-7.35,-8.05,2025-04-30,DOC000072,48,[p.48] 종류S; 3Y -7.35%
CLASS000858,FUND000070,5Y,6.93,6.4,2025-04-30,DOC000072,48,[p.48] 종류S; 5Y 6.93%
CLASS000858,FUND000070,SINCE_INCEPTION,0.33,-0.1,2025-04-30,DOC000072,48,[p.48] 종류S; SINCE_INCEPTION 0.33%
CLASS000848,FUND000070,1Y,-22.07,-22.63,2025-04-30,DOC000072,48,[p.48] 종류A-e; 1Y -22.07%
CLASS000848,FUND000070,2Y,-15.47,-16.24,2025-04-30,DOC000072,48,[p.48] 종류A-e; 2Y -15.47%
CLASS000848,FUND000070,3Y,-7.18,-8.05,2025-04-30,DOC000072,48,[p.48] 종류A-e; 3Y -7.18%
CLASS000848,FUND000070,SINCE_INCEPTION,-1.51,-0.1,2025-04-30,DOC000072,48,[p.48] 종류A-e; SINCE_INCEPTION -1.51%
CLASS000850,FUND000070,1Y,-22.61,-22.63,2025-04-30,DOC000072,48,[p.48] 종류C; 1Y -22.61%
CLASS000850,FUND000070,2Y,-16.06,-16.24,2025-04-30,DOC000072,48,[p.48] 종류C; 2Y -16.06%
CLASS000850,FUND000070,3Y,-7.82,-8.05,2025-04-30,DOC000072,48,[p.48] 종류C; 3Y -7.82%
CLASS000850,FUND000070,5Y,6.39,6.4,2025-04-30,DOC000072,48,[p.48] 종류C; 5Y 6.39%
CLASS000850,FUND000070,SINCE_INCEPTION,-0.17,-0.1,2025-04-30,DOC000072,48,[p.48] 종류C; SINCE_INCEPTION -0.17%
CLASS000851,FUND000070,1Y,-22.27,-22.63,2025-04-30,DOC000072,48,[p.48] 종류C-e; 1Y -22.27%
CLASS000851,FUND000070,2Y,-15.69,-16.24,2025-04-30,DOC000072,48,[p.48] 종류C-e; 2Y -15.69%
CLASS000851,FUND000070,3Y,-7.42,-8.05,2025-04-30,DOC000072,48,[p.48] 종류C-e; 3Y -7.42%
CLASS000851,FUND000070,5Y,6.81,6.4,2025-04-30,DOC000072,48,[p.48] 종류C-e; 5Y 6.81%
CLASS000851,FUND000070,SINCE_INCEPTION,0.09,-0.1,2025-04-30,DOC000072,48,[p.48] 종류C-e; SINCE_INCEPTION 0.09%
CLASS000854,FUND000070,1Y,-22.2,-22.63,2025-04-30,DOC000072,48,[p.48] 종류C-P; 1Y -22.20%
CLASS000854,FUND000070,2Y,-15.62,-16.24,2025-04-30,DOC000072,48,[p.48] 종류C-P; 2Y -15.62%
CLASS000854,FUND000070,3Y,-7.34,-8.05,2025-04-30,DOC000072,48,[p.48] 종류C-P; 3Y -7.34%
CLASS000854,FUND000070,SINCE_INCEPTION,-3.99,-0.1,2025-04-30,DOC000072,48,[p.48] 종류C-P; SINCE_INCEPTION -3.99%
CLASS000856,FUND000070,1Y,-22.36,-22.63,2025-04-30,DOC000072,48,[p.48] 종류C-P2; 1Y -22.36%
CLASS000856,FUND000070,2Y,-15.79,-16.24,2025-04-30,DOC000072,48,[p.48] 종류C-P2; 2Y -15.79%
CLASS000856,FUND000070,3Y,-7.53,-8.05,2025-04-30,DOC000072,48,[p.48] 종류C-P2; 3Y -7.53%
CLASS000856,FUND000070,SINCE_INCEPTION,-4.71,-0.1,2025-04-30,DOC000072,48,[p.48] 종류C-P2; SINCE_INCEPTION -4.71%
CLASS000857,FUND000070,1Y,-22.15,-22.63,2025-04-30,DOC000072,48,[p.48] 종류C-P2e; 1Y -22.15%
CLASS000857,FUND000070,2Y,-15.56,-16.24,2025-04-30,DOC000072,48,[p.48] 종류C-P2e; 2Y -15.56%
CLASS000857,FUND000070,3Y,-7.28,-8.05,2025-04-30,DOC000072,48,[p.48] 종류C-P2e; 3Y -7.28%
CLASS000857,FUND000070,SINCE_INCEPTION,-3.92,-0.1,2025-04-30,DOC000072,48,[p.48] 종류C-P2e; SINCE_INCEPTION -3.92%
CLASS000859,FUND000071,1Y,105.32,,2025-12-31,DOC000073,47,[p.47] 종류A; 1Y 105.32%
CLASS000859,FUND000071,2Y,22.46,,2025-12-31,DOC000073,47,[p.47] 종류A; 2Y 22.46%
CLASS000859,FUND000071,3Y,27.44,,2025-12-31,DOC000073,47,[p.47] 종류A; 3Y 27.44%
CLASS000859,FUND000071,5Y,9.63,,2025-12-31,DOC000073,47,[p.47] 종류A; 5Y 9.63%
CLASS000859,FUND000071,SINCE_INCEPTION,16.8,,2025-12-31,DOC000073,47,[p.47] 종류A; SINCE_INCEPTION 16.80%
CLASS000860,FUND000071,1Y,105.95,,2025-12-31,DOC000073,47,[p.47] 종류A-e; 1Y 105.95%
CLASS000860,FUND000071,2Y,22.86,,2025-12-31,DOC000073,47,[p.47] 종류A-e; 2Y 22.86%
CLASS000860,FUND000071,3Y,27.85,,2025-12-31,DOC000073,47,[p.47] 종류A-e; 3Y 27.85%
CLASS000860,FUND000071,5Y,9.99,,2025-12-31,DOC000073,47,[p.47] 종류A-e; 5Y 9.99%
CLASS000860,FUND000071,SINCE_INCEPTION,17.18,,2025-12-31,DOC000073,47,[p.47] 종류A-e; SINCE_INCEPTION 17.18%
CLASS000861,FUND000071,1Y,105.7,,2025-12-31,DOC000073,47,[p.47] 종류AG; 1Y 105.70%
CLASS000861,FUND000071,2Y,22.71,,2025-12-31,DOC000073,47,[p.47] 종류AG; 2Y 22.71%
CLASS000861,FUND000071,3Y,27.7,,2025-12-31,DOC000073,47,[p.47] 종류AG; 3Y 27.70%
CLASS000861,FUND000071,5Y,9.85,,2025-12-31,DOC000073,47,[p.47] 종류AG; 5Y 9.85%
CLASS000861,FUND000071,SINCE_INCEPTION,13.9,,2025-12-31,DOC000073,47,[p.47] 종류AG; SINCE_INCEPTION 13.90%
CLASS000862,FUND000071,1Y,104.73,,2025-12-31,DOC000073,47,[p.47] 종류C; 1Y 104.73%
CLASS000862,FUND000071,2Y,22.09,,2025-12-31,DOC000073,47,[p.47] 종류C; 2Y 22.09%
CLASS000862,FUND000071,3Y,27.05,,2025-12-31,DOC000073,47,[p.47] 종류C; 3Y 27.05%
CLASS000862,FUND000071,5Y,9.28,,2025-12-31,DOC000073,47,[p.47] 종류C; 5Y 9.28%
CLASS000862,FUND000071,SINCE_INCEPTION,16.43,,2025-12-31,DOC000073,47,[p.47] 종류C; SINCE_INCEPTION 16.43%
CLASS000863,FUND000071,1Y,105.65,,2025-12-31,DOC000073,47,[p.47] 종류C-e; 1Y 105.65%
CLASS000863,FUND000071,2Y,22.67,,2025-12-31,DOC000073,47,[p.47] 종류C-e; 2Y 22.67%
CLASS000863,FUND000071,3Y,27.66,,2025-12-31,DOC000073,47,[p.47] 종류C-e; 3Y 27.66%
CLASS000863,FUND000071,5Y,9.82,,2025-12-31,DOC000073,47,[p.47] 종류C-e; 5Y 9.82%
CLASS000863,FUND000071,SINCE_INCEPTION,17,,2025-12-31,DOC000073,47,[p.47] 종류C-e; SINCE_INCEPTION 17.00%
CLASS000864,FUND000071,1Y,105.28,,2025-12-31,DOC000073,47,[p.47] 종류CG; 1Y 105.28%
CLASS000864,FUND000071,2Y,22.44,,2025-12-31,DOC000073,47,[p.47] 종류CG; 2Y 22.44%
CLASS000864,FUND000071,3Y,27.41,,2025-12-31,DOC000073,47,[p.47] 종류CG; 3Y 27.41%
CLASS000864,FUND000071,5Y,9.61,,2025-12-31,DOC000073,47,[p.47] 종류CG; 5Y 9.61%
CLASS000864,FUND000071,SINCE_INCEPTION,17.14,,2025-12-31,DOC000073,47,[p.47] 종류CG; SINCE_INCEPTION 17.14%
CLASS000866,FUND000071,1Y,106.63,,2025-12-31,DOC000073,47,[p.47] 종류F; 1Y 106.63%
CLASS000866,FUND000071,2Y,23.28,,2025-12-31,DOC000073,47,[p.47] 종류F; 2Y 23.28%
CLASS000866,FUND000071,3Y,28.28,,2025-12-31,DOC000073,47,[p.47] 종류F; 3Y 28.28%
CLASS000866,FUND000071,5Y,10.36,,2025-12-31,DOC000073,47,[p.47] 종류F; 5Y 10.36%
CLASS000866,FUND000071,SINCE_INCEPTION,17.54,,2025-12-31,DOC000073,47,[p.47] 종류F; SINCE_INCEPTION 17.54%
CLASS000867,FUND000071,1Y,105.97,,2025-12-31,DOC000073,47,[p.47] 종류S; 1Y 105.97%
CLASS000867,FUND000071,2Y,22.87,,2025-12-31,DOC000073,47,[p.47] 종류S; 2Y 22.87%
CLASS000867,FUND000071,3Y,27.85,,2025-12-31,DOC000073,47,[p.47] 종류S; 3Y 27.85%
CLASS000867,FUND000071,5Y,9.99,,2025-12-31,DOC000073,47,[p.47] 종류S; 5Y 9.99%
CLASS000867,FUND000071,SINCE_INCEPTION,15.44,,2025-12-31,DOC000073,47,[p.47] 종류S; SINCE_INCEPTION 15.44%
CLASS000868,FUND000071,1Y,105.09,,2025-12-31,DOC000073,47,[p.47] 종류C-P; 1Y 105.09%
CLASS000868,FUND000071,2Y,22.32,,2025-12-31,DOC000073,47,[p.47] 종류C-P; 2Y 22.32%
CLASS000868,FUND000071,3Y,27.29,,2025-12-31,DOC000073,47,[p.47] 종류C-P; 3Y 27.29%
CLASS000868,FUND000071,5Y,9.5,,2025-12-31,DOC000073,47,[p.47] 종류C-P; 5Y 9.50%
CLASS000868,FUND000071,SINCE_INCEPTION,16.66,,2025-12-31,DOC000073,47,[p.47] 종류C-P; SINCE_INCEPTION 16.66%
CLASS000869,FUND000071,1Y,105.39,,2025-12-31,DOC000073,47,[p.47] 종류C-Pe; 1Y 105.39%
CLASS000869,FUND000071,2Y,22.51,,2025-12-31,DOC000073,47,[p.47] 종류C-Pe; 2Y 22.51%
CLASS000869,FUND000071,3Y,27.49,,2025-12-31,DOC000073,47,[p.47] 종류C-Pe; 3Y 27.49%
CLASS000869,FUND000071,5Y,9.67,,2025-12-31,DOC000073,47,[p.47] 종류C-Pe; 5Y 9.67%
CLASS000869,FUND000071,SINCE_INCEPTION,16.84,,2025-12-31,DOC000073,47,[p.47] 종류C-Pe; SINCE_INCEPTION 16.84%
CLASS000871,FUND000071,1Y,105.98,,2025-12-31,DOC000073,47,[p.47] 종류C-P2e; 1Y 105.98%
CLASS000871,FUND000071,2Y,22.89,,2025-12-31,DOC000073,47,[p.47] 종류C-P2e; 2Y 22.89%
CLASS000871,FUND000071,3Y,27.88,,2025-12-31,DOC000073,47,[p.47] 종류C-P2e; 3Y 27.88%
CLASS000871,FUND000071,5Y,10.01,,2025-12-31,DOC000073,47,[p.47] 종류C-P2e; 5Y 10.01%
CLASS000871,FUND000071,SINCE_INCEPTION,17.2,,2025-12-31,DOC000073,47,[p.47] 종류C-P2e; SINCE_INCEPTION 17.20%
CLASS000872,FUND000072,1Y,2.28,1.94,2025-01-31,DOC000074,33,[p.33] 종류C; 1Y 2.28%
CLASS000872,FUND000072,2Y,3.89,3.47,2025-01-31,DOC000074,33,[p.33] 종류C; 2Y 3.89%
CLASS000872,FUND000072,3Y,-1.02,-1.85,2025-01-31,DOC000074,33,[p.33] 종류C; 3Y -1.02%
CLASS000872,FUND000072,5Y,4.46,2.79,2025-01-31,DOC000074,33,[p.33] 종류C; 5Y 4.46%
CLASS000872,FUND000072,SINCE_INCEPTION,4.37,2.13,2025-01-31,DOC000074,33,[p.33] 종류C; SINCE_INCEPTION 4.37%
CLASS000873,FUND000072,1Y,2.54,1.94,2025-01-31,DOC000074,33,[p.33] 종류C-P2e; 1Y 2.54%
CLASS000873,FUND000072,2Y,4.15,3.47,2025-01-31,DOC000074,33,[p.33] 종류C-P2e; 2Y 4.15%
CLASS000873,FUND000072,3Y,-0.77,-1.85,2025-01-31,DOC000074,33,[p.33] 종류C-P2e; 3Y -0.77%
CLASS000873,FUND000072,5Y,4.72,2.79,2025-01-31,DOC000074,33,[p.33] 종류C-P2e; 5Y 4.72%
CLASS000873,FUND000072,SINCE_INCEPTION,1.62,2.13,2025-01-31,DOC000074,33,[p.33] 종류C-P2e; SINCE_INCEPTION 1.62%
CLASS000875,FUND000073,1Y,13.35,32.39,2025-11-30,DOC000075,46,[p.46] 종류C-P; 1Y 13.35%
CLASS000875,FUND000073,2Y,16.3,29.75,2025-11-30,DOC000075,46,[p.46] 종류C-P; 2Y 16.30%
CLASS000875,FUND000073,3Y,10.94,19.53,2025-11-30,DOC000075,46,[p.46] 종류C-P; 3Y 10.94%
CLASS000875,FUND000073,5Y,1.93,11.1,2025-11-30,DOC000075,46,[p.46] 종류C-P; 5Y 1.93%
CLASS000875,FUND000073,SINCE_INCEPTION,7.98,11.02,2025-11-30,DOC000075,46,[p.46] 종류C-P; SINCE_INCEPTION 7.98%
CLASS000876,FUND000073,1Y,13.88,32.39,2025-11-30,DOC000075,46,[p.46] 종류C-Pe; 1Y 13.88%
CLASS000876,FUND000073,2Y,16.85,29.75,2025-11-30,DOC000075,46,[p.46] 종류C-Pe; 2Y 16.85%
